Year,Month,low_sss,low_sst,low_sla,low_uwind,low_vwind,low_ucurr,low_vcurr,low_evap,low_ppt,low_runoff
2011,1,37.14551349813799,25.146059277605822,0.03981124260355029,-6.508739589234076,2.0022757220903094,-0.05170269394582744,-0.015625817040249273,-5.711055404208429e-08,6.290164506934385e-09,0.0
2011,2,37.03058334951496,26.187894596396262,0.04899467455621302,-6.047776320276881,2.2150076456676575,-0.06382117193924489,-0.015860050119631496,-5.4860455332005104e-08,7.132898159725165e-09,0.0
2011,3,36.95368020642273,27.078675668842536,0.0614173076923077,-5.36956346599308,0.906579894956047,-0.04974849678482309,-0.01492785786422515,-5.246477776947719e-08,1.0314621006791957e-08,0.0
2011,4,37.02364654453632,26.32115276473358,0.05007218934911242,-7.93584803928285,2.425761215080171,-0.07753095235028057,-0.025520735013521877,-7.203258758722273e-08,1.2003353962426957e-08,0.0
2011,5,36.97464129311303,25.782413052273217,0.03245724852071006,-6.922320557063853,1.1560796752748406,-0.05823810544924414,-0.035680482310061094,-6.622711468815359e-08,8.903468305699376e-09,0.0
2011,6,36.975733273216996,24.964324392694188,0.05503461538461539,-7.166839397870577,1.6027488955379239,-0.04891795916041943,-0.04169088457132408,-7.515484830452349e-08,9.33087658469363e-09,0.0
2011,7,37.00029938208736,24.703565490970277,0.032073964497041425,-6.353235998097256,2.681361474581724,-0.04704237568258313,-0.019015894562773028,-7.046069219176141e-08,8.898765769622421e-09,0.0
2011,8,37.04466291237056,23.37470361954648,0.02710473372781065,-7.346164755567291,2.281914695656511,-0.05219746602560702,-0.02986885513283709,-7.34015514063007e-08,5.5633614310407335e-09,0.0
2011,9,36.97073511280497,23.35235697310317,0.025127514792899402,-6.331993136180223,2.82897706656061,-0.06715711341211958,-0.02614625754935623,-6.153129003231734e-08,4.256578905656101e-09,0.0
2011,10,36.90059209130533,23.393673842447527,0.03465724852071006,-7.803637086992433,1.8978543610438792,-0.08095457482553975,-0.036283887392996615,-6.692180928041244e-08,6.238697862092167e-09,0.0
2011,11,36.86024938580898,23.245357468591443,0.05423890532544379,-8.135502627615393,1.5204687357477888,-0.0819773177544658,-0.032668837490095054,-6.328551253822716e-08,7.014746940791698e-09,0.0
2011,12,36.97810841531359,23.614106649125738,0.03670251479289941,-7.693737427863849,1.5578591887062119,-0.07562016248606564,-0.030153278681620425,-6.281767117437984e-08,5.822000915273197e-09,0.0
2012,1,36.99624022996291,24.202934179388738,0.034309911242603554,-6.71525961478081,2.075911849560822,-0.08000171456772548,-0.017644321510956427,-5.3326905046393945e-08,5.791565056775135e-09,0.0
2012,2,37.03353793096861,24.634948949467994,0.03226804733727811,-6.771242670758942,2.622378849418911,-0.10360049775501261,-0.018140340389877753,-5.780640768498319e-08,5.6427820403403995e-09,0.0
2012,3,37.06564142324527,25.394273625942127,0.05889038461538462,-6.706282859723244,2.180205773848754,-0.0896273228565793,-0.021561885973259174,-5.53131206077447e-08,5.784903130666116e-09,0.0
2012,4,37.08180084066127,25.43371984571323,0.05638816568047336,-6.493307202525393,1.492521557494028,-0.06361767427014882,-0.01884004204536061,-6.246156759891571e-08,8.037156659522757e-09,0.0
2012,5,37.155290299782045,25.69215107681411,0.04945754437869823,-6.441614940321657,1.1726604511399241,-0.04907309224198093,-0.020232457091318008,-6.465329357967639e-08,7.639008605007327e-09,0.0
2012,6,37.09341750697685,24.028986149300827,0.037400147928994085,-8.300371495929696,2.0839046015894627,-0.05528561275031489,-0.040706676337316894,-7.263064317514623e-08,1.0655816124375389e-08,0.0
2012,7,37.02940053354589,23.502394492813767,0.03149940828402367,-8.318268752662387,2.456082684048534,-0.05395759126865828,-0.045259461942068216,-8.133986755412005e-08,8.051917397764306e-09,0.0
2012,8,36.99786988646904,22.777002258598074,0.02101242603550296,-8.150701259720256,3.3572405192273607,-0.07630272247117652,-0.03935356375612539,-7.836515502932757e-08,8.631766221253151e-09,0.0
2012,9,36.96048039307657,22.643627205907038,0.01734940828402367,-7.337890031775074,2.509269526371589,-0.06313585417245972,-0.028136397891205367,-5.6225461591424556e-08,5.669690996780747e-09,0.0
2012,10,37.03656046069419,22.617460364855468,0.028851627218934913,-7.714987669470748,2.6423677521697164,-0.07443469762802124,-0.0358808383127928,-5.692839659236122e-08,5.5130704202177545e-09,0.0
2012,11,37.006218708128564,22.875288443332558,0.029271597633136092,-6.603238694061189,1.0597761478433496,-0.05413414292401199,-0.018510409178175775,-4.665090015871194e-08,3.817806164475875e-09,0.0
2012,12,36.98013842924204,24.00717115646909,0.013394082840236687,-5.826494666246267,1.5516722945595633,-0.04682796306566462,-0.016425212873793456,-5.5563663320875915e-08,3.909179052971132e-09,0.0
2013,1,36.94625246897242,24.66919061103619,0.021212573964497043,-6.685991448763559,1.5903593186267029,-0.05803980417246517,-0.017808831278606697,-5.519099294961335e-08,5.254169683981014e-09,0.0
2013,2,36.99369617164173,25.559080683993198,0.03107218934911243,-7.0096326579709025,2.37888653955516,-0.07541081775117599,-0.018561794938514085,-6.589218859815712e-08,4.5881076990813505e-09,0.0
2013,3,37.02571957854282,26.03996124273722,0.03950843195266272,-5.949944171679796,1.6919593284645025,-0.057087635828082905,-0.013044436471544504,-5.306830255585347e-08,6.087432951616818e-09,0.0
2013,4,37.17774771348316,26.470753846202353,0.05751346153846154,-4.594704011135553,0.3465726861030004,-0.038000679203876044,-0.020665989213481204,-5.057435086780334e-08,4.949811099000387e-09,0.0
2013,5,37.023893112343536,26.44493260226719,0.06869748520710059,-5.653793812503476,0.14426646056101441,-0.038209336440246995,-0.030917852371461798,-6.79337839715782e-08,9.642942103800376e-09,0.0
2013,6,36.945161453530545,25.258352492631026,0.05557514792899409,-7.82936553489527,1.6329768378530027,-0.053506395273591176,-0.04269616347227863,-8.066278017335638e-08,9.652739053960697e-09,0.0
2013,7,36.969125160688044,24.400679450784775,0.04997144970414202,-8.113305917858373,2.0687985982767927,-0.05753470697996796,-0.04269145855221335,-8.130335197368655e-08,9.442692442523421e-09,0.0
2013,8,36.91870609200077,23.801138521257524,0.04747263313609468,-8.364538915058565,2.7056601072204183,-0.06374381816003626,-0.04359889833928918,-8.225195468453404e-08,8.137477429164442e-09,0.0
2013,9,36.98059689985334,23.344817032443295,0.03680384615384616,-7.923599090801893,2.052672117243152,-0.05517224557959535,-0.03150803725422531,-7.34372694537602e-08,6.065618409259837e-09,0.0
2013,10,36.99931983963335,23.487684147656786,0.03834615384615384,-7.0036694806003,1.8292521060218472,-0.058159653910920685,-0.022207712817292374,-5.8654854949722945e-08,4.858372897504062e-09,0.0
