Year,Month,high_sss,high_sst,high_sla,high_uwind,high_vwind,high_ucurr,high_vcurr,high_evap,high_ppt,high_runoff
2014,6,27.630238639319764,28.718747755521857,-457452137.9917864,-5.088387830899312,-1.1098341379292618,-0.23222008031278626,-0.21522993263580018,-4.647757858854362e-08,9.247667821331973e-08,4.833553957097916e-09
2014,7,30.851244331711825,28.31808404446084,-457452138.0011758,-5.577605289820383,-1.0233768625350217,0.14064082282905777,-0.2970887505915016,-5.172450592814439e-08,4.995229759943635e-08,1.2051554957215733e-09
2014,8,32.0537208923865,28.279589163187268,-457452137.9687525,-5.743739846013707,-1.1310010755313396,0.17164028135852682,-0.2719723422390719,-5.483239089672944e-08,2.057098281663054e-08,9.810012760534377e-11
2014,9,31.374636937585933,28.231729336920377,-457452137.97860914,-5.906118216246543,-1.797522066304317,0.023205882728551373,0.22735211298321234,-5.567646729297579e-08,9.920130480336379e-09,2.2271733364462198e-11
2014,10,32.82513418209019,28.269827221718124,-457452137.99048793,-5.651824952229946,-1.923128469455877,0.08165544066308202,0.28329853681118594,-5.033721313788368e-08,1.0022933144018678e-08,1.639356326826983e-11
2014,11,33.117798089888595,28.385152410414182,-457452138.0153845,-5.695917662078812,-1.8425291850722048,-0.1582335248732796,0.2618179340542366,-4.852940105946799e-08,7.315839875718885e-09,1.0058202164595834e-11
2014,12,32.67419420714867,28.121934079862505,-457452138.04030865,-5.812961496192322,-2.417277784213512,-0.2505397196068908,0.2333060160603826,-4.746407151439395e-08,3.481666273175168e-08,1.6347844167521664e-10
2015,1,30.3061687715369,28.17223029461919,-457452138.0071613,-5.028911920165169,-3.6002838687431176,0.006706130240232714,0.18419938882242046,-4.6655177394895214e-08,5.970013238295322e-08,6.422880525106196e-10
2015,2,27.264551746573915,28.480551389508953,-457452137.9790139,-4.454899760745686,-3.374493202514197,-0.10366581075770014,-0.10867788581287159,-4.515916550151944e-08,1.5792840409639398e-07,9.032265543807058e-09
2015,3,24.586302834750573,28.154839631236186,-457452137.98504215,-3.8264408261465603,-3.5322380600243632,0.2130499008249064,0.012270328512445826,-3.882309998692376e-08,1.8580268669253817e-07,1.902933473940249e-08
2015,4,21.725776695843734,28.115634788233244,-457452137.91504735,-4.3440278985443905,-3.8394431357200327,0.9262010195425578,-0.382876882063491,-4.629220421838899e-08,1.9844649994344585e-07,1.4327582418461419e-08
2015,5,23.98325029808553,28.473950976460813,-457452137.96140987,-4.712976338771673,-1.9536678446291467,0.42278918431450924,-0.03645194349810481,-4.383907800345614e-08,1.4206831742085415e-07,6.3550856299967765e-09
2015,6,29.631703921154447,28.626200481949418,-457452138.0016793,-5.222391213362034,-1.0264927651402513,0.10915991357109367,-0.21534657514243685,-5.0112049117988075e-08,7.922153527240809e-08,1.7268757482591804e-09
2015,7,31.242237517512915,28.437730443771645,-457452138.0181166,-5.797724243628203,-0.6706009169299287,-0.09532720640168658,-0.2599808201725994,-5.1910057102633945e-08,4.615434658728538e-08,5.548992570805596e-10
2015,8,32.488447671865956,28.00699068913144,-457452137.9587031,-5.989267032527359,-0.9427893557151802,0.24050551294349135,0.2054324634373188,-5.3496840290534195e-08,1.0062251570662098e-08,4.3498458711823536e-11
2015,9,32.31626706462885,28.246960105810714,-457452137.97763133,-5.870046497449367,-1.6780258588184267,0.1700349796378492,0.27965696325854345,-5.4841699019897395e-08,3.8473276409589745e-09,5.747544094054761e-12
2015,10,33.235691639161864,28.38045997358772,-457452137.9848068,-5.704599883076707,-2.091873262738864,0.5145967878512482,0.2521885610533072,-4.930076699188776e-08,4.325288182780483e-09,5.878170096192369e-12
2015,11,33.658058217585605,28.557318271950585,-457452138.00119436,-5.606555131060132,-2.4641679644849175,0.14163476414978504,0.20139614213258028,-4.931069023085874e-08,7.401922411127569e-09,6.53130010688041e-12
2015,12,32.958394081534685,28.4853134141721,-457452138.0421641,-5.563202768740569,-3.6319377566935747,0.4707874224310921,-0.09800860357861366,-4.7716086831596145e-08,3.4651682091051876e-08,7.275868319064777e-11
2016,1,31.820988962889388,28.133285661494632,-457452137.9758837,-4.367381361990991,-4.69507379292031,0.41127715149725025,-0.4720968267612272,-4.5329472978739986e-08,6.722118570803029e-08,1.73236204034896e-09
2016,2,28.42879903314107,28.32363249025964,-457452137.95193493,-5.225199851058644,-3.3739352122213715,0.09883208214031423,-0.2891016710440026,-4.3548813760003023e-08,1.5847193889128857e-07,7.77205118818448e-09
2016,3,24.839867409178744,28.270291706819403,-457452137.9809798,-4.121633612897974,-3.6445454600647356,0.14946492176502943,0.017644021187443286,-3.9620548513243e-08,1.7741793424132726e-07,1.3460878894278388e-08
2016,4,24.511491866213532,28.59733589926126,-457452137.9616431,-4.622730257419439,-2.665792383562178,0.006319131292967182,-0.020453490218091192,-4.3216032793885407e-08,1.4886295954804396e-07,9.56241117348254e-09
2016,5,27.59529529324809,29.262468328563127,-457452137.978352,-4.600746921710009,-1.8279144690763316,-0.20152766373939812,0.07245600339956582,-4.753454143612916e-08,6.732973591580664e-08,1.9552099999957197e-09
2016,6,28.97512125081321,29.213083481652077,-457452138.0321785,-4.961535292087928,-0.9866872496638425,-0.10860722896862118,-0.11790177965646281,-5.1390213833490324e-08,5.528379787668281e-08,1.3003818512798897e-09
2016,7,31.855816558303772,28.80865397766448,-457452138.03140277,-5.098461356565092,-1.0295774628512957,0.26620577350738184,0.18914673718459465,-5.135194628282894e-08,3.927936946878092e-08,7.005472494639928e-10
2016,8,32.13953026922693,28.597544335981166,-457452138.0465718,-5.5162553566800065,-1.334653665554109,0.28823123884908225,0.4464754894123239,-5.51363343869728e-08,1.0699837087095763e-08,6.100234299826304e-11
2016,9,32.940186697161195,28.28109071402219,-457452138.0155028,-5.29730999258143,-1.8828802027866332,0.008106650214345344,-0.0037849844311890397,-5.093011512181658e-08,8.310034377988223e-09,3.4615890566466174e-11
2016,10,34.05884579905259,28.55802122892413,-457452138.0396692,-5.486322592348742,-2.0458475167934713,-0.19220056818003822,-0.14328081346363486,-5.040626275697455e-08,7.3188442737680514e-09,1.952858731957243e-11
2016,11,34.78419767601789,28.244213311000316,-457452137.9914148,-5.72359534375061,-2.030663933979689,0.5427556666412524,-0.16717947610387845,-4.5543636860533703e-08,9.071322718446201e-09,1.4368860235136904e-11
2016,12,32.60130030436482,28.560977184193042,-457452138.02333874,-5.034148519737481,-2.8431098274225315,0.26604289437333745,0.2746439150686263,-4.67291165595544e-08,8.88350865257275e-08,2.413576641496587e-09
2017,1,29.262982530131037,28.24655876690322,-457452138.021991,-4.143183915220069,-3.429171776277779,-0.034137517270265205,-0.22218549782128044,-4.546350979928107e-08,1.656285456704017e-07,9.942140961696569e-09
2017,2,26.690187575665252,27.786224481951447,-457452137.9758039,-3.988638839337247,-3.5470027530334405,0.36300710967874955,-0.5412967550967421,-4.509370682184278e-08,2.0642454833700132e-07,1.6557302961949323e-08
2017,3,23.345890729922967,27.944336379117473,-457452137.94493717,-3.892303612634275,-3.1618159355143822,0.027646326708296934,-0.6707509267143905,-4.121636173379884e-08,2.360223757183502e-07,2.0854702493273423e-08
2017,4,19.543443460111725,28.356320680289397,-457452137.91394675,-3.6772934621607765,-3.1452450103308323,0.5791506145111244,-0.13801794306639192,-4.269684622655723e-08,1.9696650733922672e-07,1.358530016131446e-08
2017,5,24.88379240661631,28.91237605971335,-457452137.956165,-4.135767697406238,-1.9787250683152464,0.3274082139655745,0.09637204665636671,-4.545147638909197e-08,1.3174677323594888e-07,8.378808968113672e-09
2017,6,29.230480043577412,28.97075416014548,-457452138.03079486,-4.751420088068268,-0.5300162319395658,-0.07896690046028146,0.6770007345333414,-5.0092649625897164e-08,8.812683234213738e-08,2.8889246632753437e-09
2017,7,29.937302556060946,28.926726245496827,-457452138.0420213,-4.535440355362977,-0.0644957278138743,0.25014699433274845,0.034231166941700156,-5.223714384659977e-08,4.770461598065452e-08,2.024833659135065e-09
2017,8,33.691690027713854,28.57835776693111,-457452137.9963259,-5.629308195509148,-1.2381629449420073,0.3256128908861883,-0.04466351262498193,-5.493840869494091e-08,8.166737653643267e-09,2.5472070416833604e-11
2017,9,34.83595925523242,28.20137997862438,-457452137.9515231,-6.365887815077629,-1.3064371457560395,0.17440029262722312,0.26103694034383523,-5.4770672662008515e-08,1.1788735440914865e-08,8.673566541937185e-11
2017,10,34.559406898064715,28.219930355587753,-457452137.9495936,-5.756432008108444,-2.257134063885762,-0.07407174510753727,-0.03984519570734199,-5.0994992872964204e-08,1.0816747359008923e-08,2.1226725347361335e-11
2017,11,33.515579931192555,28.61843365519994,-457452137.97673595,-5.5670097477337315,-2.0933266336748586,-0.10844456863210157,0.8064887356875395,-4.982021072915764e-08,8.33746583843712e-09,8.947881146426162e-12
2017,12,32.36518913891304,28.528361645219828,-457452137.9814669,-5.188578275181133,-2.5987076545960806,-0.06508687053891746,0.15658116311004217,-4.517469111623444e-08,6.915327490564765e-08,1.337022444879489e-09
2018,1,30.07740644521774,28.25477992056562,-457452138.0147651,-4.764395986964717,-3.6395363024705967,0.39337916154828334,-0.12194677764579417,-4.955179036788621e-08,1.426374549121677e-07,6.882292174624164e-09
2018,2,24.61742112278379,27.418047120675357,-457452137.95691705,-3.0549000944258897,-3.7866041589770796,0.5044028151394992,-0.20199914196313457,-4.1108334030031024e-08,2.3507729659288463e-07,1.6552143234864886e-08
2018,3,22.580632807854712,28.091937182269955,-457452137.9644955,-4.487823011607108,-3.7582555571956746,0.47249857770899933,-0.22914000991537856,-4.5366604185234344e-08,1.3136834970775623e-07,9.454710034720082e-09
2018,4,21.078773977552135,28.07388799429456,-457452137.95462686,-3.7722468842592467,-2.703982017096683,0.038500402831811116,-0.3339627806366385,-4.104272456916832e-08,2.4555598385836145e-07,2.0807285254497472e-08
2018,5,22.3503874163182,28.34933792093348,-457452138.01848537,-4.03614003718252,-2.009652163238215,-0.17245736596773245,-0.04866627311067922,-4.1619558279193755e-08,2.2144020322172257e-07,1.4033543287649663e-08
2018,6,30.27735294704128,28.37115481457321,-457452138.026118,-5.191318087676573,-0.6882954663183738,0.3611091018194355,-0.3245061817466764,-4.9754251231429817e-08,7.276377760473114e-08,2.6746980197696655e-09
2018,7,30.78269219145426,28.117165159373563,-457452138.0266946,-5.235384729839641,-0.9074315258305927,0.17295640620262656,0.04645658570360903,-5.1319102262545377e-08,5.900285078354266e-08,1.7009464868348652e-09
2018,8,32.480776099694516,27.958065442086045,-457452137.9964166,-5.231670057808859,-1.68637015551505,0.18660735408128756,0.44031155450890463,-5.20794619337694e-08,1.5258031431687602e-08,1.162571419024713e-10
2018,9,33.210216355777945,28.44832147951506,-457452137.9899594,-5.639106551923695,-1.7098335754236527,0.4733918545248567,0.5549140940305822,-5.4043217986877646e-08,8.998694661257691e-09,3.102367550768195e-11
2018,10,32.98505502835572,28.375014099019616,-457452137.99380314,-5.111610555084499,-2.134861804765357,-0.16241147141758497,0.07494657889992004,-5.002990551782743e-08,7.81372088286638e-09,4.180032068403463e-11
2018,11,33.583806602725026,28.6576564107335,-457452138.0293276,-5.165942629060802,-2.601718685154379,0.5141038008801201,0.11135020319146433,-4.9979358102449484e-08,4.17616553874019e-08,2.4995285509031334e-10
2018,12,29.491792839507124,27.92786848246324,-457452138.0229402,-4.2827430815386345,-3.365456570005981,0.17115519472803825,0.16404498326711547,-4.638263797736498e-08,1.7814787234127222e-07,7.548158220520622e-09
2019,1,25.499085781373292,27.830597237739156,-457452137.9878608,-4.260784130124651,-3.539232735626796,0.5426898838887955,-0.5014792629357042,-4.3740140797895684e-08,1.5268990953266947e-07,8.060408087903253e-09
2019,2,22.8592941181497,27.806511226003504,-457452137.901709,-3.8551932864287903,-4.646546630817052,0.8051668691301817,-0.3422256669911899,-4.5299488953542295e-08,2.058706287749368e-07,3.024867143699952e-08
2019,3,20.088460831287016,27.4836858000838,-457452137.8623798,-3.346482923044961,-4.75771380987393,0.4838802243673032,0.03769792641903604,-4.509499165103567e-08,1.5662815287111625e-07,1.3174807949597024e-08
2019,4,18.148548229088824,28.03691443742868,-457452137.84260106,-3.7186194883119423,-3.845286623966059,0.8659555310937198,-0.38940313768044515,-4.0720629422334944e-08,2.0085589655287402e-07,1.375119518402922e-08
2019,5,21.564527081479007,28.22533823387878,-457452137.9165256,-4.484072131870766,-1.8969520433590963,-0.05922481447221741,-0.24632693729585126,-4.252759141122109e-08,2.0821562676531114e-07,1.6996271642132755e-08
2019,6,27.51207393288015,28.77438076709886,-457452137.98483765,-4.949356812168155,-0.6031129614053261,0.21829589973271324,-0.381938253218929,-4.948583418683423e-08,8.503987865962144e-08,3.15618546364889e-09
2019,7,29.743727393484708,28.59753115359932,-457452137.994058,-4.929421732058892,-0.25275333555271995,-0.03932413502200825,-0.3872480899452755,-5.0324480929608914e-08,5.646008502593198e-08,1.047228659137205e-09
2019,8,32.344574618237026,28.38128891277515,-457452137.9701999,-5.744595177427551,-0.6789214540343214,0.3235689097782597,0.44819182372238076,-5.576137802129889e-08,1.7739272342291468e-08,1.7098943679812913e-10
2019,9,32.17304139245458,28.287008181838647,-457452137.9370052,-5.616579457676623,-1.433474994038601,0.2654264234006405,-0.27093974605966836,-5.2631211624450775e-08,6.9092011310645094e-09,3.8012166622043985e-11
2019,10,31.204877961266813,28.625571630640064,-457452137.94570833,-5.033921102271277,-2.1104112795647785,0.1650390337277768,-0.07634151057220262,-5.2271209679235366e-08,7.3729234386530206e-09,1.8157014297127538e-11
2019,11,31.307776546269114,28.79885672809025,-457452138.03257203,-4.826401191702961,-2.182512630548703,0.3465884666530842,0.1369191201555217,-4.8622908611556764e-08,1.4206230862475581e-08,1.366347982359382e-10
2019,12,30.70148546534365,28.617229509238435,-457452137.9945201,-5.422812470317592,-3.3353459826235237,0.15139552175998688,-0.12738122630864382,-5.0933316224255684e-08,8.369495334161261e-08,1.96775009620093e-09
2020,1,25.836681156087508,28.293073964374702,-457452137.92019343,-3.6407851995624734,-4.065119484825247,0.865453668893912,-0.5132827626971098,-4.698576348699644e-08,1.5313207854990527e-07,9.221281368900179e-09
2020,2,21.25671846290719,27.909626365561145,-457452137.92110384,-3.1099781835749303,-4.502905934696367,1.2009100608155132,-0.32554911702871325,-4.6028528234335824e-08,1.6179545626367573e-07,1.793481946749147e-08
2020,3,23.82486267394948,28.191958116758883,-457452137.9674709,-2.317537391855872,-4.0699058520723375,0.3852636836215919,-0.17418308686791806,-4.244149867065599e-08,1.8626947871117693e-07,1.759839219898606e-08
2020,4,19.606033162156795,28.68444086526302,-457452137.9585898,-2.3914632102441504,-2.4160719014836487,0.4149288609708268,-0.4312270558236734,-3.7735994168829296e-08,2.462480404176864e-07,1.981322137823028e-08
2020,5,25.663529433130023,28.828772618654003,-457452137.9692081,-4.153685005811544,-1.4493771522531849,-0.1382046237014807,-0.36240608508770283,-4.4108982449599506e-08,1.4381295830540403e-07,9.863830673415072e-09
2020,6,28.985659960771514,28.815814259762497,-457452137.9933107,-4.5896056012289055,-0.14582467769043927,-0.05993564322212044,-0.31477747612924717,-4.950111207137721e-08,1.1045656365154867e-07,5.089450295285491e-09
2020,7,31.006018751464563,29.022095350064912,-457452137.99520993,-4.844229809278567,-0.06634027707891968,0.5639385351989891,0.08535389122094067,-5.3063105069690305e-08,2.705316754670721e-08,2.786252625595183e-10
2020,8,32.354646964499814,29.061511447198775,-457452137.94653267,-5.627265831598868,-0.4949831922618485,0.09997038564511708,0.0799907357045283,-5.6862864180429453e-08,1.2971162012264497e-08,7.419556921416148e-11
2020,9,33.80994701304072,28.602343110687798,-457452137.9718312,-5.81011772684797,-1.3217155808395535,0.40444335046731217,0.2985784442788815,-5.622118588601474e-08,7.363387740496974e-09,2.638645243179686e-11
2020,10,33.287623512010605,28.927774632570163,-457452137.95410633,-4.879029197100351,-2.210374459095255,-0.08113339819465182,0.23377699521370232,-5.005578987656351e-08,6.4883241521771376e-09,1.2148218198797562e-11
2020,11,33.198656738646925,29.152182841987663,-457452137.9908091,-5.050683490799729,-1.7610085647134386,0.18822550658189074,0.2748501308550927,-5.0597570660198936e-08,5.933699209701066e-08,1.6197624265063417e-09
2020,12,32.589229366029336,28.915881797848392,-457452138.0101359,-5.110849248587027,-2.1918022357500515,0.07388915276221399,0.11296216725271993,-5.161807252493784e-08,4.0045099093311585e-08,7.145242316927169e-10
2021,1,30.869498055600666,28.8002653302093,-457452137.9733666,-4.9136783574107135,-2.7880550843371443,0.5890645341073372,-0.16678182600180105,-4.842043779798565e-08,1.0549656372438156e-07,3.891348603679349e-09
2021,2,26.62028005675746,28.05707869979848,-457452137.933491,-4.4197846624625505,-3.8374574801625583,0.30072622641921043,0.36453388538211584,-4.636704883555128e-08,1.916265816848424e-07,1.1936734701336776e-08
2021,3,21.142079537299765,28.155275425271107,-457452137.924087,-3.615302499670249,-3.110952043498056,0.21177443856048206,-0.35929071631223436,-4.2828603980541495e-08,1.8451027302738866e-07,1.6984254049936096e-08
2021,4,22.555104288306744,28.46781667138701,-457452137.9631802,-4.052375114704731,-2.2224017921284105,-0.10959010560065507,-0.3691209543403238,-4.3504385101283797e-08,2.0231093959068487e-07,1.2780709301147862e-08
2021,5,22.881476615894943,28.73307162823725,-457452138.0178219,-3.536407571396179,-1.413435714661017,0.029687422534293482,-0.28680608336302177,-4.232158782762732e-08,1.7338054576725806e-07,1.0119792324603714e-08
2021,6,28.163467328397623,28.853610733276657,-457452138.0250161,-3.885594831063197,-1.1782633621664442,-0.10080306247136621,-0.08555306104380031,-4.702278804960623e-08,8.622713839305015e-08,3.7811002578752075e-09
2021,7,29.135384015782034,28.836439336844926,-457452138.0081561,-4.746551118658845,-0.610714597054399,0.6354657876510899,0.003318100550828816,-5.117475568273403e-08,8.158808655313512e-08,2.6343998981102135e-09
2021,8,31.441678190002882,28.63783202118488,-457452138.00132257,-5.138523443387105,-0.8436843756167494,-0.5531712167675754,-0.022881654287630226,-5.4469677186325117e-08,4.154925750792614e-08,1.1160685622637246e-09
2021,9,30.6934185608294,28.869545027792295,-457452137.9847472,-4.670765067522343,-1.8745173338425936,-0.009998531388287359,0.4168738177395426,-5.317323631132456e-08,1.3513521173139845e-08,1.4107608230861687e-10
2021,10,32.280010294133874,29.153514391792477,-457452138.03086025,-4.482209773282327,-2.267759703496504,-0.5623197367350603,0.5115995407425638,-5.3066514867578134e-08,1.6578268435292406e-08,9.333227852732106e-11
2021,11,30.802923019174234,29.359127548900556,-457452137.99316263,-4.49873977158902,-2.5083973099141432,0.06711784086017933,0.170040230662243,-5.301330441663316e-08,4.69025723275296e-08,1.1103863311707384e-09
2021,12,30.707925073617755,28.97174407947819,-457452137.9921575,-5.170096293179946,-2.622479932018991,-0.10859593966239091,0.17875791218743395,-5.02655772770278e-08,9.795434898695818e-08,2.675285836779285e-09
2022,1,25.442916075973006,28.18838103867506,-457452137.93633723,-3.718072550360268,-2.4598510094295594,0.06493246612461427,-0.08890488715125965,-4.275981561345488e-08,2.3347458085965724e-07,1.5946626401956005e-08
2022,2,26.030542721660165,28.337259840513973,-457452137.9719354,-4.685641077143201,-2.967717231201702,-0.030954979360103607,-0.17383808598925288,-4.637577118274089e-08,1.0949019248773464e-07,6.4560595296491475e-09
