Region,Baseline_R2,Best_Model,Best_Model_R2,Delta_R2,Baseline_RMSE,Best_Model_RMSE,RMSE_Reduction_%,Baseline_MAE,Best_Model_MAE,MAE_Reduction_%
low,-1.7686043192694225,RandomForest,0.013816666666666672,1.782420985936089,0.09950664729579832,0.061783333333333336,37.910345678039796,0.08291272698714518,0.04841666666666666,41.605265649779916
