Region,Baseline_R2,Best_Model,Best_Model_R2,Delta_R2,Baseline_RMSE,Best_Model_RMSE,RMSE_Reduction_%,Baseline_MAE,Best_Model_MAE,MAE_Reduction_%
high,0.8273102233188133,XGBoost,0.89305,0.06573977668118669,1.7523254127848773,1.452875,17.088744510585897,1.4136869336697984,1.211025,14.33570112611192
