Region,Baseline_R2,Best_Model,Best_Model_R2,Delta_R2,Baseline_RMSE,Best_Model_RMSE,RMSE_Reduction_%,Baseline_MAE,Best_Model_MAE,MAE_Reduction_%
low,-1.7686043192694223,RandomForest,0.0138166666666666,1.782420985936089,0.0995066472957983,0.0617833333333333,37.9103456780398,0.0829127269871451,0.0484166666666666,41.60526564977992
med,-2.3115525203613028,RandomForest,-0.0606333333333333,2.250919187027969,0.253422709653594,0.1455166666666666,42.57946856239725,0.1982301497341915,0.1154333333333333,41.768023941807606
high,0.8293859680736259,SVR,0.8905166666666666,0.0611306985930407,1.780592930599308,1.49425,16.08132469126064,1.4106801551202652,1.1664,17.316480580918032
