Region,Baseline_R2,Best_Model,Best_Model_R2,Delta_R2,Baseline_RMSE,Best_Model_RMSE,RMSE_Reduction_%,Baseline_MAE,Best_Model_MAE,MAE_Reduction_%
low,-0.5502076970696257,RandomForest,0.15475,0.7049576970696256,0.08243694795428716,0.061425,25.488507854437646,0.06410804886629345,0.047125,26.491289575376165
