,0
low_sst,0.2654483254218634
wind_mag,0.035226964685811345
month_sin,0.030606261148382347
month_cos,0.02206399454248267
low_sla,-0.05286675501608035
curr_mag,-0.17630542991218465
EPR,-0.5746439915275113
