y_true,y_pred,residual
37.042581172781496,36.969353,0.07322845061352723
36.98185191037257,36.99489,-0.013036395291493363
36.9999760429701,36.990128,0.009848479493534512
37.02495112125013,37.02971,-0.0047577410545542875
37.03092744139382,37.00932,0.021608135973899323
36.98451276738447,36.96066,0.023853740284863534
37.00055925818912,37.02557,-0.02501065758236365
36.9693051494127,37.06272,-0.09341610302870862
37.06077903213075,37.054707,0.006072458644425183
37.06490148957125,37.029037,0.035864013985310805
37.07964979719432,37.045376,0.034273973219711706
37.05777628873756,37.006866,0.050909833659432024
36.96789598735768,36.968655,-0.0007586452106806973
36.95946735425433,36.973423,-0.013955649896061573
37.002565592444405,36.982487,0.020078867590889615
36.994540075650825,37.024475,-0.029935022005425083
36.96269380753253,36.98874,-0.02604520613934369
36.85749801367126,36.929596,-0.0720979335943639
36.81632909406591,36.938793,-0.12246408830714017
36.933760809509344,37.01573,-0.08197100201409313
37.07108146976412,37.09455,-0.02346961666166436
37.11211140090778,37.04369,0.06842167312457548
37.11663094042905,37.028706,0.08792534350521919
37.09083030531836,37.02037,0.0704598219199255
37.08549022941101,36.978867,0.10662365226257009
37.083615636867655,36.9449,0.138715124172343
37.10115446428974,36.980534,0.12062086443622633
36.99743350590931,36.972157,0.025276981251103336
37.00002241159535,37.01216,-0.012138843287459622
37.0232110893409,36.99014,0.03307208177253784
37.10912752523312,37.048847,0.06028032674679196
37.058133034381626,37.068016,-0.009883017864467547
37.07719289384682,37.01748,0.05971395097572696
