Region,Baseline_R2,Best_Model,Best_Model_R2,Delta_R2,Baseline_RMSE,Best_Model_RMSE,RMSE_Reduction_%,Baseline_MAE,Best_Model_MAE,MAE_Reduction_%
high,0.8293859680736259,SVR,0.8905166666666666,0.061130698593040766,1.780592930599308,1.49425,16.08132469126064,1.4106801551202652,1.1664,17.316480580918032
