y_true,y_pred,residual
25.31115769177066,25.5058727957196,-0.19471510394894054
25.3738204524568,23.81572336833318,1.5580970841236201
20.42095339464778,22.06514273247282,-1.6441893378250434
22.932955538895666,23.64650194311229,-0.7135464042166255
30.10042456669553,29.07159358498741,1.0288309817081185
31.79826603467048,32.05867391538417,-0.26040788071368937
32.4880990152717,33.01548281464406,-0.5273837993723589
32.839299393286446,34.51873258560066,-1.6794331923142138
35.55139026557083,33.88583438597715,1.6655558795936827
35.407829909228255,34.75219434569826,0.655635563529998
33.86519867708979,32.99254258355939,0.8726560935304022
28.68487363465924,29.523922882571387,-0.839049247912147
27.44696133396566,26.220493434778007,1.2264678991876536
22.326192819340044,22.96705404809519,-0.6408612287551456
21.25141810373161,21.568481352362078,-0.3170632486304683
25.992374225522312,25.054648060217385,0.9377261653049267
31.53997816765376,29.466857657568884,2.073120510084877
32.064501579529974,31.96454172996058,0.09995984956939452
32.49685127878769,32.36542766600032,0.13142361278736558
34.268866198521245,34.99719117981077,-0.7283249812895249
35.99863844909567,34.10844620890903,1.890192240186643
35.88067068629165,34.404470693978595,1.476199992313056
34.33428367873675,31.940588558784327,2.393695119952426
