,0
curr_mag,0.9551726174085339
high_sla,0.5066605482795968
month_sin,0.030606261148382347
month_cos,0.02206399454248267
high_sst,-0.047169778160208196
wind_mag,-0.689546794013596
EPR,-0.691093294859902
