Region,Baseline_R2,Best_Model,Best_Model_R2,Delta_R2,Baseline_RMSE,Best_Model_RMSE,RMSE_Reduction_%,Baseline_MAE,Best_Model_MAE,MAE_Reduction_%
med,-2.3115525203613028,RandomForest,-0.060633333333333324,2.2509191870279692,0.253422709653594,0.14551666666666666,42.57946856239725,0.1982301497341915,0.11543333333333333,41.768023941807606
