Region,Baseline_R2,Best_Model,Best_Model_R2,Delta_R2,Baseline_RMSE,Best_Model_RMSE,RMSE_Reduction_%,Baseline_MAE,Best_Model_MAE,MAE_Reduction_%
med,-4.036446135064345,RandomForest,0.143425,4.179871135064345,0.3067695857466166,0.133975,56.32715685489769,0.2501142510143361,0.1065,57.419459479781665
