,0
med_sst,0.20285865319024396
month_sin,0.030606261148382347
month_cos,0.02206399454248267
curr_mag,-0.08681999282396889
EPR,-0.3545257634124415
med_sla,-0.5281806783802395
wind_mag,-0.8265974964897129
